latitude,longitude
-20.675,119.397
-20.673,119.385
-20.684,119.395
-20.666,119.517
-20.669,119.536
-20.71,119.426
-20.553,118.621
-20.558,118.631
-20.555,118.638
-20.848,119.291
-20.859,119.289
-20.87,119.287
-20.839,119.292
-22.112,120.29
-22.125,120.288
-22.162,120.617
-22.158,120.567
-22.16,120.592
-22.169,120.598
-22.166,120.573
-22.157,120.624
-22.155,120.6
-22.152,120.575
-22.141,120.601
-22.168,120.568
-22.17,120.555
-22.15,120.551
-22.152,120.539
-22.134,120.586
-22.136,120.574
-22.138,120.562
-22.174,120.594
-22.162,120.604
-22.177,120.573
-22.18,120.566
-21.199,119.97
-21.193,119.967
-21.219,118.839
-21.217,118.829
-21.208,118.83
-21.906,120.244
-21.901,120.252
-21.91,120.254
-21.316,118.891
-21.667,118.84
-21.657,118.841
-21.615,120.602
-21.604,120.606
-21.602,120.594
-21.613,118.749
-21.613,118.732
-21.611,118.738
-21.614,118.743
-22.354,120.641
-21.67,118.804
-21.835,118.805
-21.848,118.808
-21.851,118.811
-21.963,118.84
-21.958,118.85
-21.973,118.856
-21.978,118.844
-21.977,118.863
-21.969,118.849
-21.206,118.82
-21.176,119.483
-21.174,119.457
-21.178,119.451
-21.18,119.477
-21.185,119.451
-21.202,119.463
-22.332,118.539
-21.043,116.781
-21.056,116.797
-22.336,117.867
-22.081,115.147
-20.599,116.782
-21.317,115.8
-21.315,115.807
-20.593,116.774
-23.025,115.484
-18.134,128.004
-18.881,127.147
-18.904,127.077
-18.906,127.151
-18.922,127.127
-18.954,127.09
-18.966,127.126
-18.927,127.033
-18.974,126.995
-18.972,126.985
-18.932,127.009
-18.963,127.024
-18.96,127.004
-18.938,126.986
-18.958,126.993
-18.949,126.995
-18.94,126.996
-18.949,127.059
-18.956,127.036
-18.917,127.005
-18.998,127.052
-18.971,126.934
-18.905,126.961
-18.907,126.978
-18.905,126.937
-18.907,126.926
-18.904,126.94
-18.884,127.004
-18.881,126.961
-18.849,126.933
-18.851,126.952
-18.83,127.055
-18.787,126.497
-18.569,127.507
-18.126,128.165
-18.389,126.603
-18.983,126.88
-18.86,126.868
-18.837,126.856
-18.888,126.87
-18.887,126.859
-18.8,126.89
-18.809,126.891
-18.833,126.911
-18.816,126.902
-18.824,126.913
-18.789,126.91
-18.894,127.145
-18.902,127.165
-18.896,127.135
-18.931,127.125
-18.923,127.137
-18.918,127.16
-18.966,127.121
-18.923,127.039
-18.967,126.954
-18.959,126.966
-18.964,126.997
-18.961,126.976
-18.93,126.998
-18.922,127.01
-18.945,127.091
-18.946,127.038
-18.957,126.983
-18.945,127.028
-18.948,127.048
-18.946,126.974
-18.951,127.005
-18.954,127.026
-19.009,126.907
-19.011,126.882
-18.985,126.92
-18.947,126.947
-18.932,126.976
-18.996,126.872
-18.974,126.941
-18.916,126.976
-18.995,127.022
-18.984,126.903
-19.025,126.995
-19.038,126.987
-19.063,126.95
-19.05,126.956
-18.916,126.955
-18.921,126.941
-18.924,126.947
-19.015,126.883
-19.004,126.886
-18.914,126.918
-18.906,126.996
-19.06,126.989
-18.901,126.901
-18.874,126.914
-18.876,126.907
-18.832,126.89
-18.851,126.963
-18.845,126.926
-18.801,126.88
-18.789,126.901
-18.791,126.909
-18.78,126.912
-18.816,127.032
-18.82,127.057
-19.02,126.817
-19.012,126.801
-19.029,126.831
-19.015,126.818
-19.027,126.815
-19.018,126.833
-19.041,126.833
-19.049,126.843
