latitude,longitude
-20.454,120.852
-20.481,120.846
-20.459,120.876
-20.491,120.863
-20.42,120.825
-20.449,120.865
-20.461,120.868
-20.415,120.818
-20.408,120.822
-20.411,120.806
-20.833,118.831
-23.424,119.314
-23.41,119.314
-23.405,119.35
-23.425,119.321
-23.397,119.369
-23.417,119.348
-20.84,118.835
-20.848,118.833
-23.685,120.056
-23.674,120.076
-22.063,118.426
-24.402,115.144
-24.43,115.138
-24.508,115.08
-24.496,115.084
-24.492,115.104
-23.341,116.026
-19.421,127.15
-19.41,127.141
-19.424,127.17
-19.433,127.222
-18.743,128.489
-19.419,127.14
-19.43,127.148
-19.384,127.149
-19.428,127.266
-19.441,127.152
-19.433,127.216
-19.78,125.697
-16.879,125.299
-16.895,125.295
-16.896,125.303
-16.87,125.339
-16.869,125.332
-16.9,125.33
-16.902,125.335
-17.102,125.029
-17.099,125.015
-17.097,125.022
-17.108,124.999
-17.105,124.986
-17.131,125.02
-17.131,125.025
-17.111,125.013
-17.258,125.155
-17.145,125.158
-15.923,125.804
-15.925,125.814
-14.592,126.016
-14.59,126.036
-14.588,126.023
-14.591,126.07
-14.605,126.027
-14.595,126.029
-14.791,126.909
-14.789,126.898
-14.557,125.805
-14.544,125.815
-13.907,126.953
-33.28,116.24
-33.275,116.246
-34.482,116.871
-34.48,116.883
-34.491,116.873
-34.49,116.884
-34.578,116.413
-34.576,116.425
-33.137,115.996
-34.534,116.425
-34.606,116.18
-34.605,116.192
-33.803,115.167
-34.341,115.949
-34.131,115.907
-34.129,115.919
-17.327,122.487
-17.325,122.481
-17.577,122.684
-17.596,122.661
-17.571,122.663
-17.605,122.643
-17.586,122.666
-17.59,122.64
-17.568,122.655
-17.582,122.658
-16.87,123.118
-16.867,123.122
-17.321,122.506
-17.606,122.61
-17.226,122.559
-17.222,122.538
-17.225,122.544
-17.264,122.495
-17.278,122.498
-17.601,122.635
-17.595,122.615
-17.609,122.618
-17.587,122.632
-17.638,122.544
-24.04,127.526
-24.045,127.499
-23.987,127.147
-24.803,125.433
-24.812,125.431
-24.84,125.453
-24.849,125.451
-24.003,127.152
-20.643,121.022
-20.65,121.101
-20.637,121.031
-20.657,121.093
-20.654,121.098
-20.648,121.104
-20.646,121.11
-20.649,121.124
-24.047,127.508
-24.05,127.468
-24.06,127.476
-24.799,125.411
-24.791,125.423
-24.79,125.413
-24.801,125.422
-24.848,125.44
-25.206,121.901
-25.205,121.893
-25.197,121.906
-25.196,121.895
-25.207,121.904
-25.19,121.92
-25.187,121.891
-25.202,121.877
-25.199,121.894
-25.194,121.884
-17.095,124.928
-17.909,124.461
-17.906,124.503
-17.925,124.562
-17.924,124.552
-17.922,124.541
-17.913,124.543
-17.908,124.513
-20.482,120.922
-20.494,120.935
-20.487,120.926
-20.471,120.945
-20.489,120.947
-20.467,120.991
-20.485,120.992
-20.484,120.999
-20.469,120.952
-20.487,120.954
-20.469,120.964
-20.467,120.95
-20.463,120.995
-20.453,120.998
-26.233,124.461
-26.231,124.449
-26.225,124.475
-26.236,124.466
-26.235,124.473
-26.234,124.454
-26.229,124.438
-26.23,124.431
-26.232,124.442
-25.958,125.395
-25.969,125.404
-15.103,125.857
-15.118,125.848
-15.114,125.855
-23.34,116.035
-22.157,128.243
-23.426,119.375
-23.398,119.351
-23.407,119.309
-23.415,119.355
-23.413,119.331
-22.065,118.415
-13.567,131.162
-13.563,131.169
-13.515,131.038
-30.583,116.079
-30.593,116.081
-28.461,122.658
-28.453,122.674
-28.433,122.679
-28.443,122.676
-28.451,122.66
-28.474,122.612
-28.472,122.599
-28.473,122.643
-28.476,122.627
-28.479,122.61
-28.482,122.594
-28.42,122.69
-28.41,122.681
-28.483,122.564
-28.481,122.554
-28.21,122.106
-28.137,122.138
-28.135,122.123
-28.135,122.145
-28.132,122.13
-28.122,122.132
-28.127,122.128
-28.125,122.144
-28.138,122.131
-28.204,122.088
-28.136,122.147
-28.201,122.103
-28.212,122.106
-28.127,122.134
-28.138,122.137
-28.105,122.123
-28.116,122.126
-28.104,122.142
-30.868,121.498
-16.044,125.975
-17.474,125.951
-16.084,126.283
-23.433,119.382
-23.424,119.387
-23.408,119.316
-23.399,119.358
-23.683,120.063
-24.429,115.148
-24.44,115.14
-24.492,115.097
-24.534,115.093
-19.92,122.653
-19.917,122.686
-19.929,122.659
-19.958,122.696
-19.955,122.729
-19.919,122.419
-19.922,122.445
-19.927,122.414
-19.92,122.433
-33.278,116.252
-34.117,115.853
-34.121,115.905
-33.135,116.007
-13.566,131.085
-13.507,131.045
-13.561,131.182
-13.567,131.095
-13.57,131.181
-12.915,130.66
-13.56,131.173
-13.579,131.179
-13.578,131.17
-13.569,131.171
-13.569,131.174
-15.172,126.854
-16,128.623
-16.019,128.633
-16.01,128.631
-18.613,130.047
-18.604,130.049
-18.583,130.107
-18.566,130.094
-18.537,130.1
-18.549,130.009
-18.601,130.158
-18.754,130.142
-16.597,133.732
-16.572,133.708
-16.559,133.696
-16.558,133.682
-16.557,133.676
-15.011,132.965
-15.001,132.966
-14.991,132.967
-15.074,132.98
-15.012,132.976
-15.064,132.981
-15.075,132.991
-15.075,132.985
-15.679,133.793
-15.69,133.792
-15.732,133.786
-15.707,133.755
-15.754,133.735
-15.698,133.737
-16.37,132.543
-16.851,133.57
-16.849,133.557
-16.563,133.672
-16.559,133.659
