latitude,longitude
-20.804,120.813
-21.118,120.89
-21.116,120.901
-21.972,115.543
-21.963,115.541
-21.951,115.537
-33.176,116.6
-34.689,117.262
-34.7,117.266
-34.686,117.267
-34.773,117.187
-34.758,117.225
-34.746,117.256
-34.765,117.278
-34.761,117.255
-34.763,117.248
-34.761,117.218
-34.775,117.254
-34.771,117.194
-34.773,117.224
-34.787,117.223
-34.785,117.193
-34.775,117.217
-34.79,117.216
-34.778,117.208
-34.774,117.27
-34.758,117.264
-34.772,117.265
-34.761,117.238
-34.759,117.269
-34.716,117.229
-34.714,117.26
-34.7,117.258
-34.702,117.276
-34.723,117.257
-34.722,117.269
-34.72,117.28
-34.711,117.278
-34.712,117.267
-34.734,117.247
-34.732,117.259
-34.751,117.262
-34.731,117.27
-34.749,117.274
-34.729,117.282
-34.743,117.249
-34.74,117.272
-34.742,117.261
-34.745,117.238
-34.72,117.268
-34.704,117.274
-34.724,117.262
-34.708,117.268
-34.741,117.256
-34.722,117.266
-34.722,117.274
-34.782,117.146
-34.703,117.296
-34.705,117.29
-34.763,117.285
-34.777,117.284
-34.771,117.301
-34.756,117.295
-34.77,117.296
-34.757,117.3
-34.712,117.291
-34.698,117.289
-34.709,117.29
-34.7,117.288
-34.719,117.291
-34.716,117.314
-34.717,117.303
-34.753,117.321
-34.751,117.333
-34.762,117.323
-34.76,117.335
-34.748,117.285
-34.739,117.284
-34.736,117.306
-34.737,117.295
-34.728,117.293
-34.726,117.305
-34.731,117.312
-34.715,117.318
-34.735,117.306
-34.719,117.312
-34.752,117.3
-34.724,117.314
-34.742,117.313
-34.743,117.309
-34.348,115.934
-34.35,115.958
-30.87,121.479
-31.799,115.832
-31.798,115.839
-31.855,115.891
-32.064,115.92
-32.064,115.915
-31.99,115.951
-29.958,118.152
-21.115,120.911
-21.063,124.453
-21.054,124.452
-24.991,128.292
-20.351,123.741
-25.938,127.141
-15.155,134.234
-30.868,121.493
-19.8,121.741
-19.801,121.731
-19.802,121.721
-19.792,121.73
-33.175,116.604
-18.189,133.233
-25.928,127.139
-18.194,133.469
-19.66,144.611
-19.658,144.622
-19.65,144.609
-19.646,144.626
-19.649,144.621
-19.625,144.553
-19.606,144.55
-19.604,144.561
-19.596,144.549
-17.101,144.09
-16.032,142.498
-20.248,144.543
-20.279,144.536
-20.259,144.533
-20.27,144.523
-14.524,143.864
-17.091,144.088
-19.514,144.473
-19.516,144.461
-22.732,150.435
-22.92,150.35
-22.942,150.332
-20.788,148.629
-22.198,150.004
