latitude,longitude
-20.447,119.954
-20.443,119.928
-21.081,120.821
-21.067,120.799
-20.599,116.777
-32.51,116.241
-32.508,116.228
-32.521,116.176
-20.414,119.945
-20.401,119.921
-20.425,119.944
-20.417,119.929
-20.412,119.923
-17.136,122.907
-17.127,122.893
-17.38,122.423
-17.382,122.414
-17.37,122.407
-17.381,122.408
-17.372,122.393
-17.29,122.308
-17.292,122.299
-17.313,122.325
-17.116,122.891
-17.137,122.894
-21.296,127.909
-18.68,125.541
-18.633,124.883
-18.657,125.539
-18.665,125.55
-18.666,125.54
-21.046,120.811
-21.068,120.808
-21.057,120.81
-21.07,120.823
-21.065,120.821
-21.08,120.801
-21.078,120.822
-23.938,131.189
-23.921,131.486
-23.891,131.48
-23.873,131.464
-23.98,131.504
-23.978,131.516
-24.032,131.369
-24.052,131.378
-23.974,131.54
-23.987,131.217
-23.982,131.493
-23.985,131.229
-23.964,131.538
-24.025,131.225
-24.006,131.221
-24.012,131.246
-24,131.255
-24.016,131.223
-23.924,131.534
-23.929,131.249
-23.945,131.253
-23.913,131.244
-23.967,131.278
-22.843,130.469
-22.852,130.473
-22.836,130.477
-22.827,130.518
-22.803,130.48
-22.799,130.458
-22.79,130.483
-22.811,130.455
-22.795,130.452
-22.815,130.477
-22.782,130.454
-25.408,131.946
-25.386,132.062
-25.382,132.086
-25.415,131.942
-25.399,132.039
-25.405,131.94
-25.36,132.031
-25.378,132.048
-25.368,132.046
-25.35,132.029
-22.861,130.239
-22.828,130.234
-22.85,130.311
-22.841,130.309
-22.844,130.287
-22.843,130.298
-22.832,130.241
-22.834,130.231
-22.723,130.341
-22.826,130.333
-23.27,131.955
-23.584,131.037
-23.906,131.077
-23.935,131.083
-23.891,131.154
-23.834,131.1
-23.828,131.094
-23.844,131.098
-23.847,130.818
-23.843,130.811
-23.845,130.8
-23.685,130.924
-23.616,130.962
-23.661,130.89
-23.653,130.926
-23.269,131.771
-23.293,131.751
-23.299,131.713
-16.394,124.857
-16.389,124.863
-17.96,124.117
-17.963,124.099
-17.936,124.102
-17.945,124.12
-17.967,124.111
-17.936,124.118
-17.937,124.107
-17.928,124.104
-17.926,124.119
-18.628,124.886
-17.934,124.08
-17.945,124.096
-23.311,131.767
-23.289,131.711
-23.281,131.761
-23.261,131.757
-22.764,130.578
-22.867,130.23
-22.826,130.244
-22.818,130.298
-22.843,130.232
-22.812,130.47
-22.786,130.461
-22.825,130.467
-23.422,131.981
-22.496,130.532
-22.486,130.53
-22.491,130.544
-22.475,130.54
-22.482,130.504
-22.775,130.598
-22.777,130.587
-16.652,123.812
-16.743,122.878
-16.742,122.87
-16.753,122.871
-16.651,123.824
-12.461,131.593
-12.721,132.455
-12.939,130.173
-13.419,132.045
-30.869,121.492
-16.56,126.308
-16.524,126.223
-16.577,126.28
-16.586,126.246
-16.596,126.305
-16.572,126.274
-16.554,126.28
-16.552,126.289
-32.498,116.23
-11.764,130.829
-11.767,130.813
-11.556,130.323
-11.743,130.929
-11.77,131.136
-11.727,130.187
-11.428,130.901
-11.707,131.034
-11.651,131.008
-11.387,130.861
-11.39,130.872
-11.701,130.706
-11.713,130.708
