latitude,longitude
-27.866,114.815
-21.796,116.285
-21.805,116.332
-21.789,116.293
-21.807,116.313
-21.801,116.309
-21.803,116.29
-21.794,116.316
-14.493,129.72
-14.502,130.279
-14.453,132.86
-14.121,131.401
-12.755,134.578
-12.612,134.607
-11.384,130.994
-11.697,130.709
-12.568,130.977
-12.569,130.967
-11.819,133.225
-12.874,132.116
-12.85,132.083
-12.947,133.885
-12.944,130.779
-12.943,130.765
-12.903,134.255
-13.415,134.465
-13.366,134.486
-13.385,134.48
-13.005,134.751
-13.002,134.711
-12.996,134.691
-12.994,134.701
-12.992,134.585
-13.016,134.551
-12.988,134.68
-11.675,131.232
-11.665,131.231
-13.214,134.517
-13.213,134.526
-13.335,134.447
-13.343,134.454
-13.34,134.473
-13.287,134.525
-13.208,134.497
-13.207,134.506
-13.17,134.501
-13.141,134.519
-13.142,134.51
-13.831,133.241
-14.229,130.351
-13.082,134.73
-13.074,134.787
-13.061,134.746
-13.084,134.529
-13.031,134.761
-13.047,134.527
-13.071,134.806
-11.258,130.415
-19.523,132.676
-19.564,132.644
-19.734,132.836
-19.511,132.699
-19.512,132.689
-19.561,132.646
-19.555,132.661
-19.522,132.69
-19.52,132.701
-19.251,132.666
-15.457,128.813
-15.779,129.432
-15.805,129.452
-15.798,129.42
-15.772,129.494
-14.652,132.881
-14.565,132.911
-14.53,132.437
-14.529,132.447
-14.546,132.114
-14.65,132.416
-34.694,118.26
-32.46,116.194
-11.289,131.826
-11.29,131.817
-11.257,130.427
-11.682,131.219
-17.687,123.691
-17.67,123.703
-17.695,123.679
-17.696,123.689
-23.921,122.704
-23.919,122.694
-17.685,123.681
-17.669,123.694
-18.042,124.146
-27.864,114.826
-12.767,133.921
-12.889,133.839
-12.9,133.831
-12.938,133.884
-30.868,121.492
-32.454,116.184
-33.596,116.365
-33.594,116.377
-11.428,130.568
-11.427,130.554
-11.432,130.565
-11.793,130.062
-11.266,130.428
-11.678,131.212
-11.683,131.209
-19.577,132.266
-12.118,134.465
-13.07,134.815
-12.883,134.261
-13.151,134.507
-13.243,134.576
-13.336,134.501
-12.997,134.682
-12.998,134.672
-12.985,134.699
-13.114,134.515
-13.235,134.565
-13.234,134.574
-13.424,134.467
-13.367,134.477
-13.376,134.478
-13.349,134.474
-13.341,134.463
-13.199,134.496
-13.414,134.474
-13.405,134.473
-13.378,134.469
-13.358,134.475
-13.339,134.482
-13.028,134.533
-12.61,134.616
-13.161,134.816
-13.03,134.771
-13.073,134.796
-19.252,132.655
-19.749,132.835
-19.745,132.863
-19.755,132.865
-19.556,132.65
-19.57,132.648
-18.739,132.703
-11.973,132.908
-11.405,131.439
-11.37,130.334
-11.43,130.561
-11.362,131.366
-22.994,127.841
-11.777,133.896
-15.748,129.483
-15.691,129.485
-15.777,129.418
-15.776,129.501
-14.729,130.269
-18.771,132.705
-14.226,130.351
-14.229,130.371
-14.228,130.364
-14.082,132.887
-13.828,133.257
-14.116,131.4
-14.227,130.357
-14.228,130.365
-12.866,132.105
-12.267,133.042
-12.048,133.287
-11.821,133.207
-11.409,132.929
-14.641,132.415
-14.603,134.464
-14.526,132.436
-14.54,132.438
-14.643,132.405
-15.818,144.628
-15.165,143.298
-15.069,143.278
-16.36,144.243
-16.287,144.211
-13.833,133.266
-14.091,132.888
-14.479,132.736
-14.652,132.406
-14.656,132.892
-14.654,132.872
-14.719,132.926
-14.538,132.448
-14.577,132.89
-14.571,132.928
-14.566,132.901
-25.805,152.641
-25.806,152.633
-14.146,142.857
-15.048,143.27
-20.737,139.477
-31.291,147.645
-31.289,147.649
-12.455,135.304
-12.456,135.294
-12.388,135.257
-12.35,135.131
-12.333,135.118
-12.446,135.364
-12.411,136.48
-12.41,136.491
-20.733,139.485
-13.152,134.815
-13.423,134.476
-13.394,134.481
-13.403,134.482
-13.396,134.472
-13.387,134.47
-13.357,134.485
-13.334,134.457
-13.331,134.475
-13.327,134.503
-13.308,134.51
-12.882,134.27
-12.904,134.245
-12.885,134.252
-13.04,134.762
-13,134.721
-12.999,134.73
-13.206,134.573
-13.197,134.572
-13.275,134.543
-13.307,134.519
-13.298,134.518
-13.113,134.524
-13.027,134.543
-13.289,134.516
-13.025,134.552
-13.081,134.74
-13.133,134.821
-13.075,134.778
-13.087,134.828
-13.073,134.729
-13.051,134.754
-13.054,134.736
-14.479,141.598
-14.476,141.591
-14.146,142.783
-14.15,142.839
-15.066,143.273
-15.158,143.267
-15.164,143.236
-12.401,136.479
-13.107,135.61
-12.994,135.617
-13.152,135.566
-12.679,135.161
-13.272,135.377
-12.795,135.363
-13.156,135.224
-13.155,135.233
-13.158,135.274
-13.159,135.264
-12.896,135.364
-12.812,135.375
-13.15,135.203
-13.107,135.249
-13.143,135.182
-13.138,135.165
-13.129,135.163
-13.102,135.219
-13.074,135.155
-13.081,135.166
-13.067,135.075
-12.39,135.247
-12.317,135.12
-12.383,135.226
-12.331,135.128
-12.324,135.117
-12.569,135.217
-12.511,135.158
-12.51,135.168
-13.352,134.455
-13.337,134.491
