latitude,longitude
-16.477,124.918
-16.478,124.909
-15.789,126.481
-15.453,126.331
-15.451,126.341
-15.446,126.31
-15.434,126.268
-15.451,126.093
-15.443,126.082
-15.442,126.091
-15.538,126.501
-15.536,126.511
-15.547,126.503
-15.545,126.513
-15.573,126.504
-15.564,126.502
-15.493,126.424
-15.444,126.141
-15.441,126.22
-15.648,126.491
-15.742,126.483
-15.467,126.363
-14.562,127.481
-14.227,127.464
-14.588,125.953
-14.324,126.491
-14.03,126.414
-14.416,126.49
-14.062,126.076
-14.625,127.34
-14.606,127.336
-14.403,127.517
-14.394,127.515
-14.914,126.368
-14.706,127.226
-14.427,126.606
-14.817,126.457
-14.452,127.144
-14.457,127.112
-14.058,127.367
-14.039,127.363
-34.483,117.221
-34.479,117.215
-34.481,117.234
-32.559,116.229
-16.967,122.741
-16.977,122.743
-16.979,122.732
-15.422,126.538
-29.844,115.663
-29.86,115.616
-15.785,124.867
-16.485,124.839
-16.491,124.843
-16.496,124.845
-15.97,124.727
-15.936,124.712
-15.936,124.721
-15.946,124.704
-15.955,124.706
-15.938,124.694
-15.937,124.703
-15.947,124.695
-15.773,124.884
-15.772,124.893
-17.696,124.413
-20.088,123.84
-20.054,123.813
-20.085,123.81
-20.084,123.834
-20.082,123.803
-20.054,123.819
-20.062,123.831
-20.088,123.808
-20.087,123.819
-20.098,123.81
-20.095,123.831
-20.096,123.82
-20.056,123.798
-20.055,123.809
-14.93,126.488
-15.108,126.529
-14.874,126.382
-14.885,126.373
-14.873,126.392
-14.881,126.464
-14.879,126.474
-14.808,126.456
-14.825,126.455
-14.928,126.376
-14.961,126.351
-14.962,126.341
-14.912,126.378
-14.993,126.326
-15.014,126.309
-15.013,126.319
-15.023,126.311
-15.022,126.321
-15.03,126.318
-15.167,126.326
-14.995,126.498
-15.224,126.312
-15.223,126.321
-15.114,126.322
-14.994,126.508
-15.029,126.51
-16.229,123.667
-16.231,123.658
-16.238,123.655
-16.229,123.668
-13.531,131.432
-12.425,131.452
-12.7,131.153
-12.721,131.162
-12.866,132.272
-12.569,132.298
-13.443,131.27
-12.485,131.837
-12.494,131.831
-13.666,132.208
-12.822,131.526
-13.02,130.192
-13.017,130.185
-13.064,132.36
-13.436,131.234
-16.237,126.624
-16.238,126.614
-16.182,126.615
-16.228,126.623
-16.176,126.609
-16.183,126.605
-16.175,126.618
-16.824,126.074
-16.823,126.083
-32.835,116.012
-32.561,116.243
-11.588,130.645
-11.59,130.638
-11.627,130.651
-13.432,131.242
-12.897,130.611
-12.897,130.619
-13.517,130.813
-13.52,130.794
-12.874,130.815
-12.886,130.818
-12.81,130.797
-12.627,131.183
-12.88,130.858
-13.03,130.188
-12.948,130.835
-12.705,131.181
-13.392,131.212
-13.4,131.2
-15.821,127.355
-15.813,127.343
-15.823,127.344
-16.177,127.438
