latitude,longitude
-20.729,118.978
-20.72,118.979
-20.718,118.97
-22.71,119.484
-22.711,119.506
-22.708,119.498
-22.707,119.5
-22.699,119.494
-21.087,117.131
-21.096,117.129
-21.095,117.119
-21.084,117.122
-20.598,116.782
-20.589,116.784
-14.491,131.333
-14.489,131.343
-14.499,131.345
-14.483,131.321
-14.48,131.342
-14.475,131.31
-14.472,131.33
-14.47,131.313
-13.967,129.784
-13.968,129.773
-11.491,130.34
-12.962,130.863
-11.696,130.325
-11.702,130.346
-11.704,130.336
-12.353,131.114
-13.328,132.296
-11.8,130.438
-13.133,132.836
-13.824,131.737
-13.826,131.726
-13.829,131.693
-13.836,131.727
-14.084,132.885
-14.124,132.904
-14.093,132.899
-14.095,132.887
-14.181,131.876
-13.743,132.33
-13.353,130.885
-12.591,131.838
-14.042,130.029
-14.041,130.038
-17.692,130.895
-17.681,130.88
-17.68,130.89
-17.678,130.899
-17.048,128.121
-17.29,131.096
-17.059,128.154
-17.042,128.163
-17.09,128.168
-17.088,128.178
-17.055,128.143
-17.074,128.145
-17.009,128.149
-18.509,124.788
-18.507,124.805
-15.696,131.113
-15.623,131.222
-16.352,128.182
-16.316,128.107
-16.315,128.117
-16.352,128.193
-16.353,128.184
-15.574,129.287
-16.491,127.803
-15.564,129.295
-15.565,129.286
-14.22,126.691
-14.209,126.684
-14.649,132.743
-14.511,133.303
-14.52,133.318
-14.53,132.916
-14.517,132.745
-14.507,132.743
-14.631,132.089
-11.419,130.334
-11.705,130.326
-11.709,130.367
-11.692,130.354
-11.69,130.364
-11.724,130.201
-17.291,122.484
-17.55,123.18
-17.369,122.291
-17.176,123.116
-17.179,123.109
-17.294,123.163
-17.294,123.128
-17.292,123.149
-17.279,123.133
-17.292,123.135
-17.289,123.156
-17.281,123.127
-17.279,123.148
-17.182,123.088
-17.34,123.183
-17.116,123.08
-17.119,123.074
-17.11,123.085
-17.111,123.096
-17.297,122.49
-17.289,122.508
-17.7,123.207
-17.687,123.206
-17.689,123.185
-24.95,128.617
-24.948,128.629
-24.928,128.633
-24.938,128.634
-24.939,128.622
-30.868,121.484
-24.949,128.624
-12.55,133.036
-12.544,133.027
-12.623,131.218
-12.362,131.115
-12.6,131.839
-12.58,131.779
-13.1,130.89
-13.138,132.843
-13.342,130.893
-13.357,130.916
-13.384,130.93
-12.952,130.861
-30.867,121.498
-18.52,124.81
-11.308,130.583
-11.695,130.335
-11.693,130.344
-13.399,130.27
-13.391,130.259
-13.06,131.181
-13.099,130.856
-13.351,130.895
-13.343,130.883
-13.362,130.91
-13.45,130.906
-13.375,130.929
-13.403,130.933
-16.503,127.779
-16.496,127.8
-16.355,128.207
-16.335,128.208
-12.233,133.38
-13.793,130.471
-13.791,130.48
-12.584,131.814
-12.539,133.035
-11.919,133.186
-11.916,133.2
-11.905,133.199
-12.351,131.124
-12.36,131.125
-11.684,130.343
-11.685,130.333
-12.622,131.229
-14.211,126.679
-14.21,126.69
-14.2,126.672
-11.975,133.616
-11.987,133.618
-17.079,128.177
-17.058,128.122
-17.083,128.147
-17.056,128.132
-17.066,128.134
-17.047,128.131
-17.008,128.159
-16.544,126.584
-16.495,127.81
-24.951,128.612
-24.941,128.61
-17.045,128.156
-17.041,128.123
-16.299,128.236
-15.573,129.297
-17.687,130.858
-17.692,130.901
-14.474,131.32
-14.474,131.221
-13.977,129.775
-13.967,129.782
-13.8,130.482
-13.802,130.472
-13.962,129.779
-14.486,131.354
-14.481,131.331
-14.468,131.324
-13.507,131.612
-13.127,132.841
-13.338,132.298
-13.309,132.286
-12.129,133.234
-14.522,133.305
-13.649,133.301
-13.812,131.761
-13.822,131.748
-13.839,131.734
-13.822,131.731
-13.819,131.723
-14.658,132.757
-14.487,131.349
-15.697,131.103
-14.639,132.101
-14.636,132.123
-13.095,130.886
-13.101,130.846
-14.395,133.452
-12.526,141.937
-14.027,143.578
-16.183,143.558
-14.351,144.233
-14.54,142.493
-25.553,144.511
-25.55,144.49
-25.548,144.479
-14.539,142.482
-16.275,143.52
-14.082,132.897
-14.518,133.331
-14.509,133.316
-14.509,132.731
-14.637,132.112
-14.66,132.745
-14.597,133.138
-14.486,133.393
-14.484,133.406
-14.433,133.452
-22.825,150.729
-25.009,150.157
-23.903,149.164
-12.524,141.924
-14.029,143.589
-11.571,142.23
-11.569,142.221
-12.215,142.874
-16.205,143.645
-16.181,143.548
-16.269,143.517
-16.285,143.522
-20.738,139.478
-12.096,135.623
-31.717,151.302
-31.612,151.147
-31.609,151.133
-31.599,149.691
-31.601,149.724
-31.597,149.718
-31.603,149.696
-31.601,149.706
-31.459,151.87
-31.457,151.887
-31.464,151.812
-31.466,151.791
-31.461,151.809
-31.489,151.785
-31.464,151.872
-31.492,151.798
-31.849,151.703
-32.436,151.89
-32,150.791
-32.31,151.244
-32.297,152.146
-32.302,152.152
-34.367,150.393
-34.365,150.42
-34.359,150.412
-32.317,151.391
-32.316,151.412
-31.496,146.38
-29.884,148.145
-34.266,146.091
-18.888,145.906
-18.201,145.94
-18.2,145.949
-18.193,145.942
-18.884,145.938
-18.883,145.913
-18.872,145.904
-18.893,145.918
-19.119,146.196
-19.109,146.197
-19.111,146.2
-19.113,146.19
-20.729,139.48
-14.651,134.432
-14.477,142.48
-14.624,142.374
-11.575,142.223
-12.493,141.929
-16.278,143.581
-16.179,143.719
-16.17,143.721
-14.714,143.313
-16.27,143.527
-16.267,143.507
-16.261,143.529
-16.258,143.509
-16.259,143.519
-14.018,143.58
-12.697,136.328
-12.701,136.305
-12.73,136.233
-12.821,135.743
-12.495,141.942
-12.134,142.882
-12.178,142.904
-12.213,142.863
-11.569,142.217
-11.65,142.218
-12.797,141.966
-13.281,141.807
-14.478,142.486
-14.507,142.475
-14.51,142.368
-14.509,142.486
-11.384,132.245
-14.469,144.214
-31.441,151.858
-25.8,147.075
-25.809,147.114
-25.776,147.074
-22.41,148.331
-22.404,148.3
-25.721,147.094
-25.719,147.08
-25.733,147.107
-25.875,147.607
-25.778,147.102
-25.1,153.179
-25.132,153.26
-25.576,152.595
-25.032,152.384
-25.874,147.617
-25.745,147.119
-25.744,147.105
-25.783,147.107
-25.77,147.082
-12.825,135.739
-12.821,135.76
-12.092,135.644
-13.152,132.82
-13.15,132.832
-13.131,132.849
-13.119,132.892
-13.113,132.899
-13.308,132.293
-13.318,132.295
-13.311,132.275
-13.31,132.281
-22.837,150.731
-22.639,150.688
-26.917,150.375
-26.967,150.233
-26.986,150.65
-22.408,148.307
-22.65,150.69
-22.623,150.139
-30.525,151.113
-29.929,152.767
-29.934,152.776
-30.073,153.114
-29.958,153.111
-30.829,147.082
-22.829,150.725
-25.109,153.193
-25.133,153.247
-25.11,153.181
-25.106,153.203
-28.53,152.649
-29.927,152.783
-30.217,152.517
-29.951,153.107
-29.946,153.114
-29.359,152.955
-29.325,152.673
-28.254,149.345
-29.955,150.099
-29.964,150.105
-27.65,150.924
-26.959,150.228
-26.988,150.64
-28.861,152.019
-23.509,148.045
-25.882,147.613
-25.735,147.092
-25.809,147.077
-25.771,147.069
-25.554,144.521
-25.814,147.111
-25.813,147.121
-25.731,147.093
-25.73,147.079
-22.647,150.695
-22.627,150.161
-26.467,150.12
-37.849,141.313
-29.197,149.967
-29.684,153.141
-29.686,153.125
-29.817,152.159
-29.327,152.954
-29.49,152.927
-26.323,151.93
-25.101,153.187
-25.113,153.195
-25.147,153.275
-29.948,153.099
-29.326,152.657
-29.429,152.595
-28.863,152.002
-26.267,150.891
-27.459,151.523
-29.933,152.783
-29.359,153.085
-29.279,152.682
-29.793,152.752
-29.804,152.804
-29.331,152.944
-29.329,152.959
-29.363,152.949
-29.349,152.953
-29.358,152.959
-29.363,151.183
-29.361,151.203
-29.522,151.145
-16.19,143.55
-16.192,143.538
-11.569,142.23
-14.328,144.247
-16.173,143.559
-14.555,142.455
-28.629,148.272
-30.279,148.898
